brand,model,image_url,source_url,license_name,license_url,author,attribution_text
Audemars Piguet,Royal Oak,https://upload.wikimedia.org/wikipedia/commons/0/05/Audemars_Piguet_Royal_Oak_ref._15202.jpg,https://commons.wikimedia.org/wiki/File:Audemars_Piguet_Royal_Oak_ref._15202.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,OpaleHorse,"""File:Audemars Piguet Royal Oak ref. 15202.jpg"" by OpaleHorse via Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)"
Audemars Piguet,Royal Oak,https://upload.wikimedia.org/wikipedia/commons/0/0e/Audemars_2385_Royal_Oak_resized.jpg,https://commons.wikimedia.org/wiki/File:Audemars_2385_Royal_Oak_resized.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Magnus26,"""File:Audemars 2385 Royal Oak resized.jpg"" by Magnus26 via Wikimedia Commons, CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0)"
Audemars Piguet,Unspecified,https://upload.wikimedia.org/wikipedia/commons/b/b0/Audemars_Piguet_Huiti%C3%A8me%2C_fine_anni_%2780.jpg,"https://commons.wikimedia.org/wiki/File:Audemars_Piguet_Huiti%C3%A8me,_fine_anni_%2780.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Clyde94,"""File:Audemars Piguet Huitième, fine anni '80.jpg"" by Clyde94 via Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)"
Audemars Piguet,Royal Oak,https://upload.wikimedia.org/wikipedia/commons/3/3f/Audemars_Piguet_Royal_Oak_in_oro_e_tantalio%2C_fine_anni_%2780-primi_%2790.jpg,"https://commons.wikimedia.org/wiki/File:Audemars_Piguet_Royal_Oak_in_oro_e_tantalio,_fine_anni_%2780-primi_%2790.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Clyde94,"""File:Audemars Piguet Royal Oak in oro e tantalio, fine anni '80-primi '90.jpg"" by Clyde94 via Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)"
Audemars Piguet,Unspecified,https://upload.wikimedia.org/wikipedia/commons/f/f8/Audemars_Piguet_da_tasca_scheletrato.jpg,https://commons.wikimedia.org/wiki/File:Audemars_Piguet_da_tasca_scheletrato.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Clyde94,"""File:Audemars Piguet da tasca scheletrato.jpg"" by Clyde94 via Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)"
Audemars Piguet,Unspecified,https://upload.wikimedia.org/wikipedia/commons/f/fd/Audemars_Piguet_con_calendario_risalente_a_met%C3%A0_anni_%2740.jpg,https://commons.wikimedia.org/wiki/File:Audemars_Piguet_con_calendario_risalente_a_met%C3%A0_anni_%2740.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Clyde94,"""File:Audemars Piguet con calendario risalente a metà anni '40.jpg"" by Clyde94 via Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)"
Audemars Piguet,Unspecified,https://upload.wikimedia.org/wikipedia/commons/e/e6/Audemars_Piguet_salterello%2C_anni_%2730_circa.jpg,"https://commons.wikimedia.org/wiki/File:Audemars_Piguet_salterello,_anni_%2730_circa.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Clyde94,"""File:Audemars Piguet salterello, anni '30 circa.jpg"" by Clyde94 via Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)"
Audemars Piguet,Royal Oak,https://upload.wikimedia.org/wikipedia/commons/0/0f/Audemars_Piguet_Royal_Oak_in_oro_con_calendario_perpetuo%2C_met%C3%A0_anni_Novanta.jpg,"https://commons.wikimedia.org/wiki/File:Audemars_Piguet_Royal_Oak_in_oro_con_calendario_perpetuo,_met%C3%A0_anni_Novanta.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Clyde94,"""File:Audemars Piguet Royal Oak in oro con calendario perpetuo, metà anni Novanta.jpg"" by Clyde94 via Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)"
Audemars Piguet,Unspecified,https://upload.wikimedia.org/wikipedia/commons/9/98/Audemars_Piguet_Remaster01%2C_riproduzione_fedele_di_un_modello_datato_1943.jpg,"https://commons.wikimedia.org/wiki/File:Audemars_Piguet_Remaster01,_riproduzione_fedele_di_un_modello_datato_1943.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Clyde94,"""File:Audemars Piguet Remaster01, riproduzione fedele di un modello datato 1943.jpg"" by Clyde94 via Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)"
Audemars Piguet,Royal Oak Offshore,https://upload.wikimedia.org/wikipedia/commons/1/1e/Audemars_Piguet_Royal_Oak_Offshore_Diver.jpg,https://commons.wikimedia.org/wiki/File:Audemars_Piguet_Royal_Oak_Offshore_Diver.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Clyde94,"""File:Audemars Piguet Royal Oak Offshore Diver.jpg"" by Clyde94 via Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)"
